MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,DrainageSystems,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,InactiveDisasterPreparedness,FloodProbability
3,3,8,6,3,2,10,10,5,2,1,10,9,0,0.47875815350794465
2,4,6,4,5,7,1,6,6,5,9,1,10,4,0.435205612756099
3,5,0,2,8,3,5,6,9,10,6,5,9,6,0.5062023982308845
10,1,4,4,7,0,10,6,9,3,0,2,6,10,0.5435052432226661
0,9,4,10,3,3,0,7,2,1,2,1,2,10,0.302288442199773
9,5,6,5,9,8,0,5,1,1,5,7,4,2,0.5349830516857392
3,6,8,6,8,8,2,4,9,7,0,5,0,3,0.4914755141988263
2,5,7,3,0,1,2,1,3,1,1,1,0,1,0.06210807930094064
8,10,10,10,0,8,8,8,1,9,7,1,2,4,0.697499459290334
10,10,4,3,9,2,5,10,8,1,10,7,5,6,0.7437010062917455
10,1,9,2,4,5,4,4,6,5,8,9,10,4,0.6294400338453251
2,7,0,3,5,5,10,5,9,1,1,6,8,10,0.4757981995998973
6,1,3,3,7,6,5,7,0,2,5,4,4,8,0.38953094362444796
3,0,10,1,4,2,0,9,9,4,5,7,5,3,0.3696908175882489
2,6,0,7,5,3,2,2,8,1,5,6,5,3,0.30971350294787986
4,5,10,1,7,10,4,9,7,6,4,5,2,9,0.620876787045803
0,5,5,1,2,0,2,0,3,2,10,6,10,2,0.19661897600292208
1,0,3,9,10,1,6,8,3,8,3,8,3,2,0.36977179994994486
6,7,0,1,5,2,1,8,5,10,7,8,4,1,0.45803829267604007
7,5,9,5,3,5,0,7,7,9,6,7,10,5,0.6588341229202015
2,0,1,10,2,2,8,7,7,8,9,4,8,5,0.43844836953721084
6,3,10,8,8,6,6,7,1,3,7,8,5,4,0.6144020642556909
8,1,10,9,9,6,9,0,5,5,3,9,8,4,0.6801410560891201
9,9,2,3,9,10,1,6,1,8,10,7,0,9,0.6850071131654424
6,8,7,10,9,0,4,0,5,7,8,7,3,3,0.5768407799160182
2,5,5,10,2,9,5,1,2,4,0,5,4,9,0.4134888761507684
7,0,6,4,1,8,3,4,7,6,3,5,2,2,0.3928375423016588
1,9,0,8,9,4,3,9,3,4,0,1,4,9,0.4006471658582785
1,3,4,0,10,5,9,3,0,0,8,7,7,5,0.3339282009783023
3,6,4,10,10,3,8,8,3,7,8,10,1,2,0.597231058566874
3,7,6,3,9,6,3,6,7,0,8,9,8,1,0.532246983566649
1,4,3,8,6,6,5,5,10,10,10,7,8,3,0.5750893777493005
0,10,4,2,7,1,1,6,0,8,0,10,1,8,0.3464245019039471
10,2,1,7,2,0,6,6,9,10,7,0,4,3,0.4894783389695854
7,3,3,8,10,4,9,1,5,0,6,2,7,0,0.44702377359415
7,2,6,6,1,2,3,4,1,9,1,7,3,3,0.3834922782842539
0,3,6,0,9,8,0,9,2,9,2,7,6,7,0.41768953339268355
8,8,1,8,6,2,2,2,0,8,3,4,7,10,0.5292559116663885
4,5,6,10,4,6,1,4,8,8,7,8,9,8,0.6634488872012928
8,9,3,3,2,6,7,6,3,10,9,9,3,5,0.6518047907172138
5,9,2,10,10,6,6,10,0,1,9,2,6,10,0.6452327815274617
2,3,9,0,2,8,2,6,4,1,2,10,0,0,0.27628310830914554
2,8,8,4,1,7,6,1,4,10,2,8,3,9,0.5061975145960984
1,5,7,3,5,8,1,3,3,6,3,1,10,0,0.3064626094402167
9,4,4,6,7,9,6,4,0,2,10,9,6,4,0.6251451039218532
4,3,8,8,4,3,1,8,5,1,10,1,1,4,0.3698094917120678
8,0,4,9,7,1,2,10,8,6,6,8,7,5,0.6137721412508053
9,5,2,1,2,2,4,10,8,0,1,4,1,0,0.3578911577640619
1,7,5,9,3,8,7,8,8,3,2,8,6,10,0.6047822437044671
3,9,6,9,7,9,8,2,10,7,1,2,6,3,0.6092756213497953
1,4,6,4,1,8,2,10,3,5,3,2,9,4,0.35392242052740447
0,1,3,5,4,3,5,5,1,1,7,0,7,10,0.21383327466108043
10,5,6,6,0,2,7,8,10,3,8,2,5,5,0.6073287352111665
7,3,4,8,5,9,10,10,1,5,6,6,1,2,0.5797043290855255
4,10,2,3,5,2,2,6,9,4,9,4,5,8,0.5084044002861083
2,7,6,5,1,5,0,0,8,1,7,6,5,1,0.31093858658010265
6,9,3,7,2,0,2,4,9,2,0,9,9,5,0.5019294144840913
5,3,4,9,9,1,1,9,2,3,10,4,9,4,0.49634283316126987
2,4,10,3,4,1,1,9,5,2,0,2,5,2,0.2700058888861642
0,0,5,10,0,2,0,1,8,5,6,9,9,3,0.2973313750894806
5,1,6,9,4,8,4,3,8,0,9,5,5,6,0.4970897750698714
5,4,6,8,8,0,4,4,8,7,4,4,2,6,0.5017204475033434
8,4,1,6,4,3,6,9,8,9,10,9,3,4,0.63869946919133
4,7,1,9,1,2,1,10,5,5,2,0,2,2,0.30855045065053577
1,2,4,8,8,2,3,4,3,7,5,0,0,3,0.2393273889654509
9,10,0,9,7,2,9,7,7,6,3,3,3,3,0.6270493127816199
4,8,3,1,8,0,0,9,0,9,4,3,4,3,0.3446291038689528
7,9,0,4,0,1,2,3,10,5,5,8,10,9,0.5349715059225312
0,3,6,9,9,6,6,9,1,8,0,3,6,7,0.47013827870123165
0,6,9,3,0,6,1,4,10,1,9,5,0,6,0.337779500450086
0,5,0,4,0,1,3,0,4,5,7,10,8,6,0.2537517807448247
8,8,10,6,2,1,3,8,2,7,4,0,5,0,0.48541793645844583
2,9,5,8,2,0,2,10,8,2,5,3,5,5,0.4265148766706666
8,6,1,2,6,9,10,5,4,0,3,3,10,3,0.513581937914445
10,10,3,7,9,0,8,2,8,4,0,3,3,3,0.5805516008857706
7,5,3,4,0,7,8,7,0,0,6,1,2,8,0.3985412391681875
10,3,3,10,5,6,7,5,10,8,4,4,0,1,0.6032963082471049
10,1,3,1,3,1,8,2,0,9,8,1,3,1,0.3231333948186644
7,4,10,0,2,3,8,0,3,4,4,2,8,0,0.358454606267526
8,3,6,3,10,1,1,2,9,0,10,6,8,8,0.5393155088444745
6,2,1,10,10,8,4,7,4,0,6,7,10,5,0.5908704754964106
2,4,3,7,6,8,9,0,2,1,8,10,5,10,0.4896267070917437
1,2,3,4,3,3,5,2,4,7,8,0,7,0,0.20119056701651408
4,10,10,0,4,0,7,4,6,9,1,9,2,10,0.5602327768214601
5,3,9,6,3,6,6,6,3,9,6,10,3,6,0.5969741395365321
3,6,2,10,0,5,1,9,10,4,7,8,4,7,0.530938496208084
1,8,7,8,0,1,4,2,4,9,7,5,6,10,0.4712201960014846
5,10,5,0,0,10,5,6,5,10,10,2,8,0,0.534651718723831
5,7,2,9,5,1,6,8,3,8,8,1,6,2,0.48834410926080746
10,2,2,2,6,7,6,0,1,2,8,3,1,8,0.40194654802494206
10,6,7,8,4,3,1,5,1,0,0,10,1,7,0.5190652685139164
6,0,4,10,10,2,5,2,2,1,5,5,6,10,0.4604441356641971
9,2,0,3,4,8,1,2,9,9,1,8,8,9,0.5624313055794156
3,10,2,9,1,7,1,7,9,6,0,7,3,1,0.47074909083520305
10,0,0,6,2,2,6,0,4,9,5,2,7,8,0.43249844940204096
10,3,0,1,2,10,5,0,4,10,7,0,7,3,0.44754846903627094
1,0,1,4,3,9,2,1,3,6,8,5,5,5,0.2522333555807097
7,5,9,9,10,0,5,1,6,8,4,1,7,0,0.5202935324868145
5,8,3,4,0,3,2,2,1,7,3,2,3,10,0.34527666947367314
2,0,6,9,10,4,8,6,3,1,9,4,9,6,0.4811742478014177
4,1,10,4,5,4,8,8,3,5,4,0,7,10,0.47609632380572475
9,9,7,5,5,6,5,0,0,2,8,10,10,10,0.7026600063797719
10,3,10,10,8,9,0,4,2,10,9,8,9,2,0.7793850171958686
3,0,4,9,6,4,5,0,5,3,0,6,6,2,0.30349551502149147
5,1,0,9,7,0,5,5,10,9,10,5,1,7,0.4898320556864094
5,9,1,5,6,0,3,3,9,3,5,9,8,0,0.45347576065226064
8,10,10,6,2,3,5,7,10,0,4,3,2,6,0.6059330360948104
5,1,10,1,1,1,9,9,8,1,1,6,1,3,0.35132247805637834
4,3,6,9,5,9,9,1,5,4,7,1,6,1,0.4671158987849851
10,2,3,2,3,8,3,2,5,9,7,5,1,0,0.44328369078311775
4,5,1,0,0,4,0,4,2,7,3,8,0,10,0.2777674408777448
2,9,8,3,0,1,6,3,5,10,3,9,3,3,0.4315237496240126
3,8,4,3,7,10,1,1,10,2,8,9,8,3,0.5415246378017433
3,4,9,3,3,6,10,9,8,9,8,6,4,2,0.5760579625839757
6,7,7,2,6,8,0,5,10,9,0,7,1,10,0.6164939330376593
7,2,6,8,5,10,5,3,3,8,3,2,8,8,0.5883330455288457
1,10,9,1,0,3,4,8,6,3,1,2,4,3,0.32842483693257146
9,6,4,2,0,9,8,4,8,10,9,10,1,2,0.6515610641718006
2,10,6,8,5,4,1,2,8,1,6,7,7,8,0.5177346763859398
1,2,2,8,3,7,6,0,3,5,8,4,10,4,0.35017636557902865
7,10,10,10,6,10,9,7,8,8,10,0,8,4,0.8724648788554706
2,3,0,6,2,0,9,3,5,6,9,0,4,9,0.28971749671585995
8,7,2,2,8,1,6,7,2,1,4,5,6,5,0.4527310365144769
10,0,0,6,9,3,8,3,7,3,3,9,0,4,0.486548954442009
7,2,10,1,9,5,3,4,5,3,9,9,7,0,0.5357023483950744
8,5,7,7,0,7,2,3,4,1,10,8,2,5,0.5222752089738806
5,5,2,4,1,5,6,9,8,2,10,7,6,4,0.5105066435811996
3,1,10,8,3,2,9,7,4,4,10,10,3,9,0.5734550493547053
6,0,8,3,1,8,10,7,1,10,7,1,2,4,0.44816716745344937
3,9,8,4,9,6,3,2,7,8,3,6,7,7,0.6045637264497566
9,2,5,3,2,5,8,7,10,9,10,7,5,5,0.673827696464451
5,8,3,7,5,4,0,5,9,3,8,5,2,5,0.4882153462973294
5,1,10,7,1,6,0,2,6,0,8,7,8,7,0.4596756436761956
7,3,1,0,2,5,3,4,4,6,4,8,2,3,0.3334149196319501
2,0,2,9,3,5,1,2,4,3,0,7,3,4,0.22349551817936414
6,5,2,8,7,1,9,3,5,10,4,5,1,8,0.5415754216559392
8,5,8,8,1,8,7,9,9,8,5,10,9,6,0.8245999436123388
8,6,9,8,5,10,4,0,4,1,5,3,10,2,0.5807703410739271
2,8,9,4,7,9,6,7,1,2,0,9,7,9,0.5842617626310632
0,7,2,10,0,10,1,2,1,3,7,4,5,6,0.3179409822049925
2,2,5,8,4,4,7,10,10,0,0,5,0,2,0.3557537250188535
9,4,5,1,5,7,0,5,10,6,4,9,10,4,0.6187465868288632
2,0,10,3,3,3,3,1,10,7,1,9,4,9,0.40326839986175006
0,7,10,1,0,4,1,5,10,3,6,3,3,2,0.29363650756137777
6,4,3,8,8,9,4,4,9,2,2,5,1,2,0.4929082054084317
9,1,10,10,1,7,6,0,10,9,8,2,7,5,0.6762930826600434
2,9,9,8,7,7,0,10,6,1,3,5,0,7,0.5353082738482787
0,5,2,3,7,7,0,8,0,7,10,4,3,7,0.35664428378533264
1,0,8,9,1,5,6,7,8,3,10,9,2,9,0.4939835567789908
1,1,10,6,7,6,3,7,7,5,10,6,10,2,0.5193886439263736
2,3,2,4,1,8,10,8,3,10,4,8,5,7,0.48710647140788704
1,10,3,10,4,4,5,10,4,6,1,10,1,6,0.5363459788549204
7,1,9,5,0,1,3,3,0,7,1,3,2,10,0.3385469674526421
2,4,9,7,2,8,9,1,1,3,9,3,10,0,0.41395491963742703
6,4,8,6,7,9,1,8,4,7,5,6,10,6,0.6697265085568093
4,6,2,2,0,9,4,4,3,6,9,4,9,4,0.4152247092061436
7,6,2,7,6,7,1,9,0,1,10,1,2,1,0.4177272092892527
7,5,0,1,8,2,6,0,7,4,4,9,4,8,0.44589508638081704
6,8,7,4,6,8,6,10,6,10,1,5,0,5,0.6406212646107349
9,0,8,3,7,4,5,3,7,8,3,7,5,10,0.6004308871597955
2,4,8,9,3,1,8,1,0,5,1,3,5,10,0.3591494751315223
5,0,5,7,8,0,2,3,0,8,6,6,9,4,0.40397866894934736
4,3,0,4,5,3,1,4,8,4,0,10,6,9,0.3930825148730735
5,2,10,10,1,6,8,1,5,7,5,8,2,0,0.5029523322918696
1,9,9,9,6,9,10,4,7,9,7,10,8,3,0.7632828396334145
3,7,3,0,0,4,5,2,8,4,4,4,4,8,0.33008223715708923
10,2,8,6,8,6,10,3,9,3,6,9,3,1,0.678344060280597
8,7,4,4,2,7,0,4,6,0,10,3,9,3,0.4885023968702244
4,9,9,0,5,8,2,4,6,5,3,1,10,6,0.511584256195259
1,2,6,8,8,0,1,10,3,10,4,8,4,0,0.38944610609216457
7,6,10,3,3,5,2,2,2,6,2,0,6,6,0.42401145797431145
3,5,8,9,1,2,4,1,8,9,0,2,3,7,0.3975516156701515
3,10,7,4,0,3,5,1,2,9,4,4,4,2,0.37148157377404545
1,4,0,9,6,8,3,9,2,2,0,6,0,7,0.3396014930771303
3,7,4,7,10,3,3,10,0,9,5,6,3,6,0.5348276983060004
2,6,6,8,7,4,7,0,10,8,5,4,3,7,0.515928165782795
0,3,5,6,1,8,9,6,5,4,10,2,5,8,0.41884743683094583
6,3,2,2,8,5,7,5,10,3,10,6,5,1,0.4914184321890875
10,9,6,5,10,6,10,9,7,0,8,8,6,7,0.8422346783228195
1,9,2,3,0,4,4,0,8,2,0,6,6,7,0.2859631904532279
0,2,10,2,8,0,7,3,3,2,10,9,1,5,0.32999315644477906
1,5,0,6,6,0,2,9,8,9,3,2,4,2,0.30549269831684833
6,1,2,7,9,3,3,2,3,2,1,2,10,8,0.38105665327755506
9,4,0,1,10,0,0,1,9,2,1,5,3,6,0.35320878026395214
3,9,2,10,5,3,8,0,9,4,2,9,2,9,0.5360926610388256
1,7,3,4,5,10,8,5,4,2,2,0,8,6,0.38730148973159795
1,5,10,5,3,9,0,4,5,0,4,5,0,8,0.36222628346596325
6,8,7,2,8,0,1,0,3,9,10,7,6,10,0.568667554555602
3,6,1,2,3,10,7,1,1,8,9,1,2,9,0.37555256536724685
3,4,4,3,4,8,10,10,4,5,3,3,1,7,0.4554697522787655
2,0,1,1,10,6,7,4,6,10,6,5,7,6,0.4264181888155523
9,1,1,8,1,1,5,1,7,1,2,8,8,2,0.3867110656715719
4,5,6,2,0,6,2,10,0,5,7,1,2,3,0.31692583468211794
7,0,5,7,3,2,2,4,10,9,1,5,4,3,0.43744755500164
8,0,1,2,9,5,0,2,9,10,5,9,3,2,0.46552538538649085
0,3,9,0,7,2,10,10,8,4,6,1,9,0,0.3736745583293075
2,6,10,4,7,8,10,5,1,3,3,4,6,4,0.49048043110767253
9,8,9,10,1,5,2,7,0,0,3,5,10,4,0.5908036500702328
9,10,9,1,8,7,1,7,2,2,9,8,4,8,0.7131961472440906
4,7,6,5,4,8,9,10,10,5,4,9,7,2,0.6784317216018139
1,10,2,5,0,9,1,0,7,10,5,5,3,1,0.36761692616489716
3,3,6,7,0,6,7,3,1,1,8,7,7,2,0.3625694685265573
10,7,2,4,8,2,0,6,6,9,3,10,4,4,0.6215734278655334
7,0,4,6,9,4,1,4,5,9,3,9,8,10,0.5931283322258606
0,1,4,1,4,2,3,6,2,1,2,6,2,1,0.08199672315773805
7,7,5,0,9,2,9,2,0,5,0,7,6,10,0.5098822219626404
1,3,8,2,2,8,8,6,5,9,5,7,8,10,0.53843662613543
3,6,8,9,4,4,9,1,2,8,7,0,1,10,0.4872366790759505
5,10,7,3,0,10,9,8,3,6,2,0,6,8,0.5844854117234191
3,8,4,7,4,10,9,1,3,9,3,3,8,5,0.5465716202668002
7,3,0,10,0,5,8,9,10,8,3,2,0,1,0.4743432562516556
1,7,9,2,8,3,0,8,4,9,0,7,1,9,0.45506075244875516
9,10,2,1,9,1,9,9,5,2,2,8,3,3,0.5781028321646255
6,2,6,0,9,1,7,5,9,2,6,7,2,8,0.477366913940775
3,6,1,7,9,6,1,1,8,5,2,0,0,7,0.34140997135719553
10,8,4,10,6,6,8,2,0,9,3,7,6,5,0.6996655640059339
5,7,1,5,5,1,7,2,8,10,0,7,3,3,0.4453028478144909
4,5,10,10,9,1,7,9,10,2,0,8,10,5,0.677756782344803
0,4,4,5,7,1,2,9,6,10,8,1,10,10,0.4568516585080088
10,6,9,7,5,5,9,4,10,2,5,0,9,1,0.6549346186033256
9,5,4,2,0,6,9,5,3,2,10,7,3,7,0.5335214623368383
1,3,4,5,1,0,5,9,8,5,10,3,0,7,0.32384777644232565
10,9,4,1,7,1,6,6,2,10,6,9,9,4,0.6756092772388249
8,8,8,6,10,0,6,4,1,6,7,2,8,10,0.6377262882566908
4,7,8,2,4,2,1,6,4,1,3,8,5,4,0.3882378991361975
10,2,10,5,9,0,6,7,4,2,6,1,10,3,0.5665727908801682
6,5,0,3,2,2,8,0,7,5,4,2,2,6,0.325733155095654
7,2,6,9,8,2,8,9,10,9,6,4,0,0,0.5948695928854381
2,1,2,8,9,10,8,3,2,4,0,5,1,3,0.33684379420192617
1,2,10,8,9,5,0,7,1,8,8,4,2,2,0.39908848966260024
5,1,2,7,4,2,0,4,0,2,9,2,8,7,0.2922510459976692
3,8,0,0,0,1,4,5,4,6,7,4,4,4,0.2650426371915734
10,5,3,4,7,7,0,8,2,7,8,8,8,7,0.6790059105298256
0,8,10,3,10,9,2,6,4,8,3,1,1,9,0.4874015863167983
8,10,6,1,8,6,3,8,1,0,2,8,7,4,0.5611142335274729
6,2,7,7,4,5,4,6,1,8,2,1,7,1,0.40465159216338037
9,2,6,7,0,2,7,3,2,5,6,8,4,6,0.5063512511360596
10,1,1,10,0,3,8,9,2,5,10,4,4,10,0.5682025338208961
9,0,9,10,2,4,3,7,5,0,8,3,2,4,0.484835710608255
4,0,1,8,7,0,10,0,1,8,7,0,2,3,0.24968403257179117
7,6,3,9,3,0,1,7,1,4,6,6,4,8,0.4679242011381497
1,7,8,5,1,5,8,3,7,2,2,7,4,0,0.35992641171716433
5,3,10,2,8,1,1,8,4,7,9,9,2,10,0.5629714501062045
2,5,2,8,3,0,2,10,0,1,2,9,4,0,0.24981433351365925
2,2,10,4,2,8,9,2,0,5,7,5,5,1,0.3666197275008867
6,7,0,7,3,7,1,3,4,8,8,10,6,3,0.5347160227523875
1,7,5,7,0,5,9,0,7,1,3,1,10,4,0.33895246273849516
6,7,2,7,9,9,1,2,6,9,2,1,5,4,0.5190354129242276
4,5,9,3,7,8,3,9,5,7,9,4,6,3,0.5830209290825895
2,9,1,10,7,1,2,3,0,9,4,8,0,6,0.3953569596949497
6,0,6,9,10,6,1,6,5,4,6,10,8,1,0.5615194086360635
8,4,1,6,10,1,8,3,9,9,9,1,0,0,0.4822133723627124
6,0,1,10,3,10,4,6,1,5,4,9,3,7,0.48758310606534844
0,9,5,5,0,6,0,2,8,1,8,4,9,4,0.3524088024939625
6,0,3,10,3,10,10,8,1,1,9,6,1,4,0.49022553859762896
6,4,5,8,9,5,8,4,9,10,5,3,9,6,0.6865272676870777
7,2,3,4,6,5,6,0,4,0,7,10,4,7,0.4450485687033033
4,7,4,9,1,3,0,6,10,9,0,10,4,5,0.5249291430436862
1,4,2,10,4,6,10,6,9,5,10,3,4,3,0.48926443029808325
1,6,8,6,3,1,5,2,5,0,4,6,0,3,0.2645587341575952
3,10,9,3,9,2,1,3,4,1,0,0,9,7,0.39080471923967053
6,10,0,0,9,6,8,8,7,7,8,9,3,7,0.6831821493235174
8,4,4,2,0,1,9,5,6,0,5,4,1,9,0.39782097325363247
7,4,9,0,0,1,9,4,4,10,9,7,1,5,0.4991419591980868
3,3,10,9,7,7,4,6,6,8,3,3,3,1,0.511770080751178
4,7,10,9,10,5,10,7,10,3,8,6,6,9,0.7960961218728
0,10,0,5,9,0,8,6,3,2,3,10,8,3,0.4092103434490798
8,6,10,5,7,6,3,6,4,9,0,6,3,5,0.6376274580906944
3,6,0,8,8,5,7,2,4,8,2,1,3,6,0.40165753510980773
5,10,2,10,5,9,4,3,8,8,8,7,7,0,0.6621455931662746
4,2,5,6,3,2,6,8,4,1,8,3,0,5,0.32537576132256735
3,0,9,2,10,9,8,2,8,2,5,10,10,0,0.52120049668623
1,1,4,5,6,4,0,3,6,5,0,6,3,4,0.23177884800385787
10,6,8,7,6,7,8,5,9,9,6,7,5,5,0.8207159575144573
1,9,6,7,8,3,4,4,10,10,6,1,2,0,0.4590521616561026
10,2,5,4,2,10,8,8,9,9,6,1,7,2,0.642631699916715
1,7,1,1,0,2,8,3,4,1,7,6,0,2,0.1752243433656237
1,9,10,0,7,9,5,9,1,7,6,9,9,10,0.6675160800760852
9,10,1,7,5,3,2,5,7,2,0,3,3,2,0.4637037600028013
10,8,2,4,0,2,10,0,4,10,1,2,6,3,0.48054279650897086
9,4,9,10,9,3,8,6,2,1,9,7,8,10,0.758720477376733
8,7,6,2,9,7,5,3,0,2,6,7,2,9,0.5708391154482159
5,6,3,5,2,5,5,6,8,1,2,5,10,4,0.45921042028448616
1,5,2,5,7,10,3,2,10,6,10,4,2,1,0.4055427469126824
6,7,1,0,10,5,6,6,0,9,1,7,10,8,0.555910913414066
5,7,2,9,7,10,1,0,7,1,5,1,8,10,0.525155772960562
8,8,8,3,5,0,6,1,5,4,5,8,6,10,0.5965613505575584
0,6,9,10,4,3,10,3,5,7,9,5,3,0,0.46833241543936915
0,7,7,2,1,1,1,7,3,7,6,9,9,3,0.37839393902192636
6,3,6,6,8,1,3,1,0,7,3,8,8,10,0.4953186627221823
9,5,3,8,7,7,2,8,7,10,7,0,0,3,0.6007884203594863
10,9,7,10,8,5,9,2,3,1,0,7,10,3,0.7054622750934917
6,8,10,1,10,1,10,8,9,4,7,2,3,9,0.664097826818319
4,5,3,9,6,9,6,7,2,0,8,1,7,5,0.4817107721482186
5,6,6,7,9,6,0,8,1,5,1,10,8,6,0.5852927941479291
5,2,10,2,5,6,2,2,8,5,6,5,8,0,0.443059360511644
6,4,1,4,4,0,5,8,8,10,10,5,4,10,0.5643406287804462
2,7,5,0,4,6,8,2,0,10,6,2,0,3,0.3078971038260985
4,1,7,10,5,6,5,4,2,6,5,3,2,4,0.41160800441926676
5,0,3,9,9,0,7,5,10,1,9,5,4,8,0.5012946481932343
9,6,0,2,10,5,7,3,5,9,4,7,8,1,0.5842209420595946
8,7,2,6,10,5,10,5,2,0,8,9,5,8,0.6578331239266881
8,10,9,6,4,0,9,8,5,5,3,4,8,4,0.6578945653597468
2,5,2,8,7,7,2,1,0,8,7,7,9,7,0.46547267314284935
4,1,9,5,9,4,7,2,6,6,6,3,0,4,0.4250506237555144
6,6,8,7,10,3,4,7,4,10,8,6,7,5,0.6955020869617333
10,3,6,6,6,4,8,9,6,7,8,9,4,1,0.6924363004145382
3,1,3,2,10,5,1,10,8,10,10,0,2,9,0.46866102260637016
10,6,4,8,5,7,10,6,5,0,8,7,7,9,0.7528345652043599
8,7,3,4,6,1,6,4,1,8,9,1,9,5,0.5215793953164882
6,0,4,2,7,2,0,8,6,0,7,1,2,4,0.2710279275415808
7,7,4,3,5,7,8,2,6,8,0,5,8,7,0.5873698423384852
8,6,4,8,6,7,1,10,2,5,4,10,4,6,0.6446782874600495
7,8,3,7,5,9,2,8,6,4,8,5,3,1,0.5765704220745452
7,6,4,10,7,4,9,8,3,2,4,10,3,6,0.6471744709637395
4,5,5,0,4,4,6,10,9,2,0,5,5,3,0.4000886285101534
4,3,5,4,2,3,6,3,6,7,1,9,0,9,0.41841533107307677
6,7,10,4,9,4,3,1,5,1,10,8,0,2,0.5083900800975629
9,2,1,6,0,2,6,1,3,5,8,0,7,7,0.3719116649172603
7,6,10,2,7,1,5,5,8,10,3,1,9,10,0.6493277774384928
10,8,9,6,8,5,8,10,6,10,0,1,5,4,0.7622781516717783
7,2,10,7,6,2,10,10,8,5,9,0,8,3,0.6393820075904394
4,0,8,0,7,3,7,2,2,10,5,7,4,10,0.4438543787333002
6,0,6,5,8,10,8,5,9,7,9,9,5,5,0.6774614328827209
6,6,4,9,2,7,4,2,8,3,6,8,2,10,0.5869701743430653
9,4,10,7,6,10,5,7,10,9,10,10,8,0,0.8749012518736203
2,7,9,4,3,4,7,7,10,4,10,6,8,4,0.5937613832108883
2,8,4,8,10,8,5,1,0,1,4,6,9,10,0.5271262041100347
2,10,3,9,8,2,0,6,8,8,0,8,1,8,0.5275155142179457
0,3,2,8,0,3,0,7,10,4,2,2,1,0,0.1558642516044199
7,1,7,10,9,4,8,9,7,6,0,8,5,6,0.6831966653190557
10,8,9,10,5,3,9,6,7,0,9,9,6,6,0.8159053228918188
6,0,9,1,1,6,7,10,4,0,10,9,5,1,0.45531131566253236
0,7,9,1,8,5,10,2,2,0,5,2,3,0,0.27598705201278695
4,3,9,2,4,8,7,2,6,10,2,0,7,1,0.42488952293208576
9,3,4,0,9,7,4,1,9,1,5,9,5,9,0.5791249200562828
0,1,8,6,3,8,1,9,8,7,1,1,0,7,0.345993746995806
6,0,2,2,5,6,8,6,9,6,6,3,2,7,0.4546886226221759
4,2,6,6,6,3,7,6,7,5,2,1,7,0,0.38776548159228913
10,4,4,4,3,5,10,1,0,4,9,9,6,6,0.5795882844686775
5,3,2,2,9,10,3,4,6,0,10,3,6,9,0.47337296741900303
6,4,4,5,2,0,10,8,9,0,6,5,10,7,0.5282313193320706
7,1,8,7,1,7,10,1,2,5,3,4,2,0,0.39394412418442554
9,1,9,9,4,2,7,4,1,0,2,3,9,0,0.4356362200514877
5,8,6,8,4,3,4,6,0,10,0,7,10,1,0.531778236734527
7,9,4,10,10,10,3,5,1,4,2,7,10,3,0.6917772536607714
8,8,6,4,9,4,10,10,10,7,3,7,10,7,0.8462476610355131
5,10,5,3,6,10,0,5,7,8,8,8,10,6,0.7038729527214447
7,8,3,8,8,1,3,0,0,6,2,4,6,6,0.4583977269071896
3,1,2,10,8,9,1,4,0,0,6,5,8,7,0.394239442940166
3,8,5,1,0,2,1,10,8,4,6,4,1,9,0.3943935468437199
0,2,8,2,4,3,6,2,8,1,5,9,7,1,0.29565047965692204
7,8,6,0,8,9,6,2,5,1,5,10,9,6,0.6522727405910086
2,6,6,2,7,6,0,0,9,6,9,5,7,5,0.45128128529613426
8,9,8,4,8,6,7,0,5,4,5,5,8,5,0.653598646202783
10,10,1,7,10,6,9,2,6,1,10,4,9,1,0.6833314804914652
9,7,9,6,9,8,8,5,4,4,0,4,5,0,0.6392347227098684
3,10,3,4,6,5,2,2,8,4,9,5,9,7,0.5318297298865312
7,5,3,3,7,1,10,2,6,4,1,5,7,3,0.4514431409263829
8,10,3,8,10,1,8,9,3,8,6,4,4,2,0.6621113593000684
5,0,8,8,3,5,4,0,6,6,1,0,9,9,0.41053666905355285
5,4,6,9,9,8,9,10,5,0,7,7,5,5,0.6611553690111326
4,8,0,6,4,3,0,5,1,0,4,6,0,3,0.2568232295340564
3,10,0,6,2,7,7,2,3,8,4,2,0,1,0.3418229994436248
6,9,7,2,3,0,4,8,3,10,5,7,3,6,0.5492647487357918
10,4,6,9,2,8,2,3,3,0,0,7,2,1,0.4567234496452943
2,6,3,10,2,4,5,10,4,4,2,8,2,8,0.4694120475506637
0,0,2,3,9,2,6,6,4,2,10,7,9,8,0.36334843819901785
0,1,8,3,3,9,3,7,1,0,6,6,7,6,0.3254689938599945
6,7,9,0,2,3,2,10,10,3,5,6,2,7,0.5217179461061866
2,3,9,8,0,10,0,5,7,10,3,3,5,10,0.5156507514323581
5,6,9,6,2,8,6,0,4,1,2,2,4,10,0.458341864673311
10,2,0,3,4,6,7,10,9,9,6,8,7,9,0.7162736149701299
0,8,6,10,4,0,0,10,7,9,6,1,4,0,0.39056254737893725
1,0,3,2,0,10,9,9,4,5,8,1,6,10,0.38676990263664845
2,6,3,6,7,3,2,2,2,9,0,3,9,7,0.37051860189503943
